er,sx,sy,sz,smin,Pxx_inf,Pyy_inf,Pzz_inf,Nx_inf,Ny_inf,Nz_inf,N_sum_inf,nd_levels,valid
10,1.0,1.0,0.2,0.2,4.158340448847429,4.15834044884743,1.3160718239168718,0.24048055042659405,0.240480550426594,0.7598369494939995,1.2407980503471876,70,85,95,100,True
10,1.0,0.7,0.2,0.2,4.390437545256397,3.5262921505220466,1.3923428305855416,0.2277677315055853,0.28358399058114225,0.718213918320286,1.2295656404070137,70,85,95,100,True
10,1.0,0.5,0.2,0.2,4.704708061991316,2.8491322428868013,1.4706171111637711,0.21255303981109078,0.35098405926808746,0.6799866480600455,1.2435237471392238,70,85,95,100,True
10,1.0,0.3,0.2,0.2,5.676843199682477,2.3189610704508494,1.5212520409118313,0.17615424009878114,0.43122759271055,0.6573532676417017,1.2647351004510328,70,85,95,100,True
10,1.0,0.2,0.2,0.2,-55.90104454552759,2.3883544313546623,2.3862935527133544,-0.017888753387882907,0.4186983250357884,0.4190599261616166,0.819869497809522,70,85,95,100,False
20,1.0,1.0,0.2,0.2,5.59101405450301,5.59101405450301,1.4382385337406347,0.1788584307339737,0.1788584307339737,0.6952949573664637,1.053011818834411,70,85,95,100,True
20,1.0,0.7,0.2,0.2,6.023003143220651,4.514224156651716,1.5313284294772969,0.16603013085350557,0.22152200805679942,0.6530277768965209,1.0405799158068259,70,85,95,100,True
20,1.0,0.5,0.2,0.2,6.67361754845226,3.5053027925197604,1.617209193302982,0.1498437680522941,0.285282059551026,0.6183491932528554,1.0534750208561756,70,85,95,100,True
20,1.0,0.3,0.2,0.2,9.824762780558316,2.7447224160574115,1.7109641916558058,0.10178362799546113,0.36433556783364096,0.5844657678266417,1.0505849636557438,70,85,95,100,True
20,1.0,0.2,0.2,0.2,2.9047459529773145,0.1410591517567527,0.14105915175675476,0.3442641856424715,7.089224538400987,7.089224538400884,14.522713262444341,70,85,95,100,False
100,1.0,1.0,0.2,0.2,7.494806007395852,7.494806007395851,1.5452685971072555,0.13342573497075216,0.13342573497075216,0.6471366867041762,0.9139881566456806,70,85,95,100,True
100,1.0,0.7,0.2,0.2,8.309537464597097,5.691567360227241,1.6550224193654661,0.12034364178036554,0.17569852673413217,0.60422142219886,0.9002635907133577,70,85,95,100,True
100,1.0,0.5,0.2,0.2,9.685531216852588,4.235066002801516,1.772225434042819,0.10324678921689132,0.236123828846704,0.5642623002643573,0.9036329183279526,70,85,95,100,True
100,1.0,0.3,0.2,0.2,29.88122932840221,4.282295567575752,1.95086909368278,0.033465825284821754,0.2335196121378678,0.5125920561446982,0.7795774935673877,70,85,95,100,True
100,1.0,0.2,0.2,0.2,5.831236385308207,1.3290604604658989,1.3290604604658993,0.17149021818417423,0.7524112181092593,0.752411218109259,1.6763126544026925,70,85,95,100,True
10000000000.0,1.0,1.0,0.2,0.2,8.161313628212431,8.161313628212433,1.5735695093874498,0.1225292943703512,0.12252929437035118,0.6354978245538542,0.8805564132945566,70,85,95,100,True
10000000000.0,1.0,0.7,0.2,0.2,9.138823053570256,6.071750381869314,1.6880589524730347,0.10942328067171964,0.16469715273310187,0.5923963724933796,0.8665168058982011,70,85,95,100,True
10000000000.0,1.0,0.5,0.2,0.2,10.869090230330373,4.462567333757589,1.810669560482123,0.0920040204661733,0.22408625466228563,0.5522818861182668,0.8683721612467257,70,85,95,100,True
10000000000.0,1.0,0.3,0.2,0.2,80.48982051201403,4.716385424412495,2.0473804639416726,0.012423931295147296,0.21202677686685598,0.4884290036033521,0.7128797117653554,70,85,95,100,False
10000000000.0,1.0,0.2,0.2,0.2,6.656025473467682,1.4723159361091696,1.472315936109169,0.15023980962606145,0.6792020486055866,0.6792020486055869,1.5086439068372348,70,85,95,100,True
10,1.0,1.0,0.3,0.3,3.6284011813739876,3.6284011813739876,1.4846008322526028,0.2756034820883076,0.2756034820883076,0.6735817320556717,1.224788696232287,67,80,94,100,True
10,1.0,0.7,0.3,0.3,3.87839906311007,3.039772716421557,1.5917911088396663,0.2578383461133844,0.3289719637911638,0.6282231345851331,1.2150334444896813,67,80,94,100,True
10,1.0,0.5,0.3,0.3,4.199272525565953,2.5963387044596993,1.7400329055304795,0.23813648528687142,0.38515776014982644,0.5747017753639162,1.197996020800614,67,80,94,100,True
10,1.0,0.3,0.3,0.3,4.927400471491057,2.117356170185986,2.117356170185986,0.202946767932868,0.47228709750431885,0.47228709750431885,1.1475209629415057,67,80,94,100,True
20,1.0,1.0,0.3,0.3,4.682450461678019,4.682450461678019,1.6438952160663367,0.21356339125937845,0.21356339125937845,0.6083112781317606,1.0354380606505176,67,80,94,100,True
20,1.0,0.7,0.3,0.3,5.111341687691888,3.75722716299776,1.7776236501374687,0.19564334789200266,0.26615372364180795,0.5625487711769964,1.024345842710807,67,80,94,100,True
20,1.0,0.5,0.3,0.3,5.70615722589836,3.12020069045084,1.9688975066235397,0.17524928956764999,0.3204922052162963,0.5078984541531057,1.003639948937052,67,80,94,100,True
20,1.0,0.3,0.3,0.3,7.399428791322003,2.5111985055294714,2.511198505529471,0.13514556707036532,0.3982162293415175,0.39821622934151757,0.9315780257534004,67,80,94,100,True
100,1.0,1.0,0.3,0.3,5.959543790899386,5.959543790899386,1.7875078867345866,0.16779807902864402,0.16779807902864402,0.5594380911106337,0.8950342491679217,67,80,94,100,True
100,1.0,0.7,0.3,0.3,6.67841272246967,4.55286614354826,1.9483644440560455,0.14973617857361188,0.21964186261374544,0.5132510003714863,0.8826290415588436,67,80,94,100,True
100,1.0,0.5,0.3,0.3,7.7801516556671615,3.6755336941530854,2.186712383376923,0.12853219888992617,0.27206933284022566,0.4573075122278805,0.8579090439580324,67,80,94,100,True
100,1.0,0.3,0.3,0.3,12.371430778699034,2.9649262882908074,2.9649262882908065,0.08083139435430434,0.33727651306180384,0.3372765130618039,0.7553844204779121,67,80,94,100,True
10000000000.0,1.0,1.0,0.3,0.3,6.376682222329319,6.376682222329319,1.8261629932120669,0.1568213633883598,0.1568213633883598,0.5475962461823215,0.8612389729590411,67,80,94,100,True
10000000000.0,1.0,0.7,0.3,0.3,7.208676522346006,4.797171417778628,1.9948785651109053,0.13872171915331805,0.20845617404746788,0.5012836457764059,0.8484615389771919,67,80,94,100,True
10000000000.0,1.0,0.5,0.3,0.3,8.527807344287693,3.841358083301641,2.2475022828635174,0.11726343708618661,0.26032459830990334,0.44493836897282757,0.8225264043689176,67,80,94,100,True
10000000000.0,1.0,0.3,0.3,0.3,15.000230157146854,3.1135706003026162,3.1135706003026162,0.06666564376170925,0.3211746667645202,0.3211746667645202,0.7090149772907497,67,80,94,100,True
10,1.0,1.0,0.5,0.5,3.059957936118611,3.05995793611861,1.7990417942464152,0.32680187795929155,0.32680187795929166,0.5558514555904919,1.209455211509075,40,48,56,64,72,80,True
10,1.0,0.7,0.5,0.5,3.317218392644523,2.5531218860938707,1.9617549263741816,0.30145739038990105,0.39167734429238016,0.5097476685572813,1.2028824032395624,40,48,56,64,72,80,True
10,1.0,0.5,0.5,0.5,3.6261841701583104,2.152726098261601,2.152714185006697,0.2757719831853831,0.4645272804596617,0.46452985118267753,1.2048291148277221,40,48,56,64,72,80,True
20,1.0,1.0,0.5,0.5,3.788034509828261,3.7880345098282606,2.038626709396536,0.26398914724917255,0.2639891472491726,0.49052629173882206,1.018504586237167,40,48,56,64,72,80,True
20,1.0,0.7,0.5,0.5,4.189708113391306,3.0512293853168027,2.251582524351236,0.2386801115819409,0.32773674926317353,0.4441320667507565,1.010548927595871,40,48,56,64,72,80,True
20,1.0,0.5,0.5,0.5,4.698422650698401,2.499337747792025,2.499488647369404,0.2128373870007957,0.40010598842970463,0.40008183315913587,1.0130252085896363,40,48,56,64,72,80,True
100,1.0,1.0,0.5,0.5,4.596948446679128,4.596948446679128,2.264540929231813,0.2175356133746525,0.2175356133746525,0.44159060544744677,0.8766618321967518,40,48,56,64,72,80,True
100,1.0,0.7,0.5,0.5,5.2014745317635604,3.5692315609341567,2.5305198669485063,0.1922531762663365,0.2801723516471078,0.39517571589187966,0.867601243805324,40,48,56,64,72,80,True
100,1.0,0.5,0.5,0.5,6.017376575981875,2.8385639992162712,2.838590424260024,0.1661853778590925,0.3522908062936402,0.35228752674337804,0.8707637108961107,40,48,56,64,72,80,True
10000000000.0,1.0,1.0,0.5,0.5,4.8455198830848865,4.8455198830848865,2.3270524552853167,0.20637620402526402,0.20637620402526402,0.42972817296350607,0.8424805810140341,40,48,56,64,72,80,True
10000000000.0,1.0,0.7,0.5,0.5,5.521821683840204,3.7216717117010214,2.608901442907652,0.18109965465319777,0.2686964561801561,0.3833030959136149,0.8330992067469687,40,48,56,64,72,80,True
10000000000.0,1.0,0.5,0.5,0.5,6.453488973672721,2.975996821724066,2.934054083274245,0.15495494051040326,0.33602186423729985,0.3408253466425726,0.8318021513902757,40,48,56,64,72,80,True
10,1.0,1.0,0.7,0.7,2.755113980362323,2.7551139803623226,2.092224589834507,0.36296139002876776,0.36296139002876787,0.4779601601370621,1.2038829401945979,29,35,40,46,52,58,True
10,1.0,0.7,0.7,0.7,3.0100672742861923,2.300938315351909,2.3009383153519094,0.3322184884512723,0.4346053057259201,0.43460530572592004,1.2014290999031125,29,35,40,46,52,58,True
20,1.0,1.0,0.7,0.7,3.3380118161389007,3.3380118161389007,2.4202217935597297,0.2995795267006293,0.2995795267006293,0.4131852719701247,1.0123443253713833,29,35,40,46,52,58,True
20,1.0,0.7,0.7,0.7,3.7159552837095062,2.7014170978364827,2.7014170978364827,0.26910980451888955,0.3701760830642859,0.3701760830642859,1.0094619706474615,29,35,40,46,52,58,True
100,1.0,1.0,0.7,0.7,3.959020796566717,3.959020796566717,2.741220730024186,0.25258771079636794,0.25258771079636794,0.36480097682289775,0.8699763984156337,29,35,40,46,52,58,True
100,1.0,0.7,0.7,0.7,4.4967969441037425,3.1042970995041728,3.1042970995041728,0.2223805104900751,0.32213411537179315,0.32213411537179315,0.8666487412336614,29,35,40,46,52,58,True
10000000000.0,1.0,1.0,0.7,0.7,4.144569880123683,4.144569880123683,2.8320936293032393,0.24127956070803608,0.24127956070803608,0.3530956708680649,0.8356547922841371,29,35,40,46,52,58,True
10000000000.0,1.0,0.7,0.7,0.7,4.73607392553523,3.220345795348264,3.2203457953482637,0.2111453528223778,0.3105256589042342,0.3105256589042343,0.8321966706308463,29,35,40,46,52,58,True
10,1.0,1.0,1.0,1.0,2.4919710120533587,2.491971012053359,2.491971012053359,0.40128877710178906,0.401288777101789,0.401288777101789,1.203866331305367,20,24,28,32,36,40,True
20,1.0,1.0,1.0,1.0,2.9633677494901254,2.9633677494901254,2.9633677494901254,0.3374538985828064,0.3374538985828064,0.3374538985828064,1.0123616957484192,20,24,28,32,36,40,True
100,1.0,1.0,1.0,1.0,3.4480450198668184,3.4480450198668184,3.4480450198668184,0.2900194151289316,0.2900194151289316,0.2900194151289316,0.8700582453867948,20,24,28,32,36,40,True
10000000000.0,1.0,1.0,1.0,1.0,3.5895453879607904,3.5895453879607904,3.5895453879607904,0.27858681028354315,0.27858681028354315,0.27858681028354315,0.8357604308506295,20,24,28,32,36,40,True
